House,Neighborhood,Latitude,Longitude,Price,Size(sqft),price_per_sqft,Bedrooms,Bathrooms,Quality,maid_room,Furnished,balcony,barbecue_area,built_in_wardrobes,central_ac,childrens_play_area,childrens_pool,concierge,covered_parking,kitchen_appliances,lobby_in_building,maid_service,networked,pets_allowed,private_garden,private_gym,private_jacuzzi,private_pool,security,shared_gym,shared_pool,shared_spa,study,vastu_compliant,view_of_landmark,view_of_water,walk_in_closet,Source
7462214,Downtown Dubai,25.201842000000003,55.280473,3400000.0,1703,1996.48,3,4,Medium,False,False,True,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,Bayut
7243134,DIFC,25.211032,55.28205,1845000.0,1526,1209.04,2,2,Low,False,False,True,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,Dubizzle
7588666,DAMAC Hills,25.022371,55.25475600000001,550000.0,635,866.14,0,1,Low,True,True,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Property Finder
7622614,Dubai Hills Estate,25.107984,55.244923,1125000.0,844,1332.94,1,1,Low,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Bayut
7590384,Downtown Dubai,25.195483,55.271797,1445888.0,666,2171.0,1,2,Medium,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,True,Bayut
7367291,Jumeirah Lake Towers,25.075364,55.14530799999999,920000.0,1315,699.62,3,2,Medium,False,False,True,False,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,Property Finder
6493425,Dubai Marina,25.075017000000003,55.137997,2094999.0,1058,1980.15,2,3,Low,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,Dubizzle
7636826,Dubai Hills Estate,25.107984,55.244923,1325000.0,1264,1048.26,2,2,Medium,False,False,True,False,True,True,False,False,True,True,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,Property Finder
7688624,Dubai Marina,25.078241,55.137487,650000.0,693,937.95,1,2,Low,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,Dubizzle
7464779,Downtown Dubai,25.195039,55.26942,1389900.0,900,1544.33,1,2,Low,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,Dubizzle
7441448,Old Town,25.189039,55.274261,1250000.0,954,1310.27,1,1,Medium,False,False,True,False,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,Property Finder
7601375,Dubai Creek Harbour (The Lagoons),25.206345,55.345142,3000000.0,1932,1552.8,3,4,Medium,False,False,True,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,Bayut
7623756,Jumeirah Village Circle,25.049772,55.204243000000005,835000.0,890,938.2,1,2,Medium,False,False,True,False,False,True,False,False,True,True,True,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,True,Property Finder
7670745,Jumeirah Beach Residence,25.081974,55.140306,5650000.0,2898,1949.62,5,4,Medium,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,True,False,Dubizzle
7626264,Jumeirah Lake Towers,25.080238,55.151252,1425000.0,1690,843.2,2,2,Medium,True,False,True,True,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,Property Finder
7498783,Dubai Hills Estate,25.111805,55.24734,1471888.0,996,1477.8,2,3,Low,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,Dubizzle
7660503,Downtown Dubai,25.198316,55.270758,3650000.0,1435,2543.55,2,2,Medium,False,False,True,False,True,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,Property Finder
7697655,Downtown Dubai,25.195745,55.271892,4943888.0,1214,4072.4,2,2,Low,False,True,True,False,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Dubizzle
7692368,The Views,25.09003,55.170014,1750000.0,1642,1065.77,2,2,Low,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,Property Finder
7667924,Jumeirah Village Circle,25.04866,55.20955,759000.0,895,848.04,2,3,Medium,False,False,True,False,True,True,True,False,False,False,True,False,False,False,True,False,False,False,False,True,True,True,False,False,False,False,False,False,Bayut
7477740,Jumeirah Village Circle,25.048461,55.209442,617000.0,850,725.88,1,2,High,False,False,True,False,False,True,True,True,True,True,True,True,False,True,True,False,False,False,False,True,True,True,False,True,False,False,False,False,Property Finder
7673689,Al Furjan,25.022618,55.14935,625000.0,823,759.42,1,2,Medium,False,True,True,False,True,False,True,False,False,True,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,Bayut
7576656,Downtown Dubai,25.202977,55.280662,1430000.0,723,1977.87,1,2,Low,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Bayut
7636746,Jumeirah Village Circle,25.04866,55.20955,759000.0,900,843.33,2,3,High,True,True,True,False,True,True,True,False,True,True,True,False,True,False,True,False,False,False,False,True,True,True,False,True,False,True,False,True,Property Finder
7623173,Culture Village,25.226946,55.343628,1000000.0,707,1414.43,1,1,Low,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Property Finder
7664537,Arjan,25.060523,55.239772,575000.0,822,699.51,1,2,Medium,False,False,True,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,Property Finder
7686839,DAMAC Hills,25.024108,55.24290799999999,546000.0,509,1072.69,0,1,Low,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,Dubizzle
7672737,Jumeirah Village Circle,25.064191,55.216245,380000.0,679,559.65,1,1,Medium,False,False,True,False,True,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True,True,True,True,True,False,True,False,False,Dubizzle
7546516,Downtown Dubai,25.191634,55.269309,2250000.0,1700,1323.53,2,3,Medium,False,False,True,False,True,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,Bayut
7601684,Dubai Marina,25.086376,55.14736,1575000.0,775,2032.26,1,2,Low,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Dubizzle
7636253,Bluewaters,25.079276,55.12067,2930000.0,1512,1937.83,2,3,Low,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Dubizzle
7661781,Motor City,25.046706,55.246714,860000.0,1358,633.28,2,3,Low,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Property Finder
7669530,Dubai Marina,25.073778,55.132888,1700000.0,1366,1244.51,2,3,Medium,False,False,True,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,True,True,Bayut
7563418,Jumeirah Beach Residence,25.082397,55.14066,1150000.0,1396,823.78,2,3,Medium,False,False,False,False,True,True,True,False,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Dubizzle
7169343,Dubai Marina,25.083121,55.141064,2000000.0,1477,1354.1,2,3,Medium,False,False,True,False,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,Dubizzle
7554451,Al Furjan,25.022618,55.14935,700000.0,1000,700.0,2,3,Medium,False,True,True,True,False,False,True,False,False,True,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,Bayut
7589431,Palm Jumeirah,25.09858,55.12171800000001,1230000.0,1116,1102.15,1,2,Medium,False,True,True,True,True,True,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,True,False,Property Finder
7646247,Greens,25.090455,55.174096,1120000.0,1286,870.92,2,2,Low,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Property Finder
7629023,Palm Jumeirah,25.107086,55.14684499999999,1300000.0,1886,689.29,2,3,Medium,False,False,True,False,True,True,True,False,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,Dubizzle
7570740,Palm Jumeirah,25.107353,55.148401,1900000.0,2223,854.7,3,4,Medium,False,False,True,False,True,True,True,False,True,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,Dubizzle
7698964,Umm Suqeim,25.137409,55.188957,2192000.0,1351,1622.5,2,2,Medium,False,False,True,False,True,True,False,False,True,True,False,False,False,False,False,False,False,False,True,True,True,True,False,False,False,True,False,False,Bayut
7490580,Downtown Dubai,25.200879,55.276331000000006,3094900.0,1285,2408.48,2,3,Low,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,Property Finder
7411678,Downtown Dubai,25.186836,55.276951,949000.0,916,1036.03,1,1,Medium,False,False,True,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False,True,False,False,False,False,Dubizzle
7682462,Palm Jumeirah,25.110129,55.110888,17798550.0,6160,2889.38,3,5,Medium,True,False,True,True,True,True,True,False,False,False,True,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,True,False,Bayut
7389603,Jumeirah Lake Towers,25.067137,55.139751,767000.0,811,945.75,1,2,Medium,False,False,True,True,True,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,Bayut
7264616,Palm Jumeirah,25.112604,55.143347,3000000.0,2201,1363.02,3,4,Medium,False,False,True,False,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,Property Finder
7629279,Dubai Marina,25.076576,55.13684,3600000.0,2050,1756.1,3,4,Low,False,False,True,False,True,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Property Finder
7557747,Dubai Hills Estate,25.109367,55.247980000000005,1400000.0,1358,1030.93,2,2,Medium,False,False,True,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,Bayut
7535385,Al Kifaf,25.233787,55.294217,1550000.0,990,1565.66,1,2,Medium,False,False,True,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,True,True,False,False,False,False,False,False,Dubizzle
7645482,Al Kifaf,25.233787,55.294217,1359000.0,990,1372.73,1,2,Medium,False,False,True,False,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,Bayut
7680951,Downtown Dubai,25.197262,55.270028,2100000.0,1618,1297.9,1,2,Medium,False,True,True,False,True,True,True,True,False,True,True,True,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,Dubizzle
6562472,Downtown Dubai,25.19702,55.271023,1490000.0,1167,1276.78,2,2,Medium,False,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,Property Finder
7646005,Dubai Marina,25.072316,55.137461,595000.0,613,970.64,1,2,Medium,False,False,True,True,True,True,True,False,False,True,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,Property Finder
7647454,Downtown Dubai,25.196398,55.271002,1050000.0,860,1220.93,1,2,Medium,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,Bayut
7563581,Al Sufouh,25.108984,55.177657,990000.0,722,1371.19,1,2,Medium,False,True,True,False,False,True,True,False,True,True,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,Bayut
7650565,Jumeirah Village Circle,25.046296,55.200783,954206.0,1312,727.29,2,3,Ultra,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,True,True,True,True,True,True,True,True,True,Property Finder
7646440,Mohammed Bin Rashid City,25.176965,55.311826,828241.0,670,1236.18,1,2,Medium,False,False,False,False,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,Property Finder
7700652,Dubai Residence Complex,25.091311,55.378277,270000.0,460,586.96,0,1,Low,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,Dubizzle
7685275,Dubai Marina,25.086376,55.14736,3125000.0,1814,1722.71,3,4,Medium,True,False,True,False,True,True,False,True,False,True,False,True,False,False,False,False,False,False,False,True,True,True,False,False,False,False,True,True,Dubizzle
7650788,Jumeirah Village Circle,25.046296,55.200783,660606.0,678,974.35,1,2,Ultra,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,True,True,True,True,True,True,True,True,True,Bayut
7652524,Downtown Dubai,25.187093,55.278912,1650000.0,1455,1134.02,2,3,Low,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Property Finder
7638733,Dubai Creek Harbour (The Lagoons),25.207227,55.344741000000006,2600000.0,1480,1756.76,3,4,High,False,False,True,True,True,True,True,False,True,True,True,False,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True,False,Bayut
7698540,Dubai Marina,25.076576,55.13684,1650000.0,1303,1266.31,2,3,Medium,False,False,False,False,False,True,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,True,False,Bayut
7688606,Business Bay,25.181304,55.252577,850000.0,410,2073.17,0,1,Medium,False,True,True,False,True,True,False,False,True,True,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,True,False,False,Property Finder
7682676,Dubai Creek Harbour (The Lagoons),25.20997,55.34522,2027888.0,1070,1895.22,2,2,Medium,False,False,True,False,False,True,False,False,False,True,True,False,False,False,True,False,False,False,True,True,True,True,True,False,False,True,True,False,Property Finder
7671817,Dubai Marina,25.068292,55.12918199999999,800000.0,1739,460.03,2,3,High,False,False,True,False,True,True,True,False,False,True,True,False,False,False,True,False,False,False,False,True,True,True,True,False,False,True,True,False,Bayut
7267378,Business Bay,25.176728,55.271595,610000.0,458,1331.88,0,1,Low,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Dubizzle
7512119,Palm Jumeirah,25.111108,55.137591,1699000.0,1338,1269.81,1,2,Medium,False,False,True,False,True,True,False,False,False,True,True,False,False,False,False,False,False,False,True,False,True,True,False,True,False,False,True,False,Property Finder
7690669,Jumeirah Lake Towers,25.069288,55.139396,920000.0,1184,777.03,2,3,Medium,False,False,True,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,Bayut
7610916,Downtown Dubai,25.19702,55.271023,1200000.0,827,1451.03,0,1,Medium,False,False,True,False,True,True,True,True,False,True,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,Property Finder
7629362,Downtown Dubai,25.195542,55.26884,3110000.0,1550,2006.45,3,3,Low,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,Bayut
7679359,Downtown Dubai,25.198316,55.270758,1900000.0,1300,1461.54,2,3,Medium,False,False,True,True,True,True,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,Bayut
7326018,Dubai Silicon Oasis,25.123141,55.398644,860000.0,1800,477.78,2,3,Medium,False,False,True,True,True,True,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True,False,Bayut
7669797,Dubai Sports City,25.038808,55.20499,574000.0,1012,567.19,2,3,Medium,False,True,True,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,Bayut
7639430,Jumeirah Lake Towers,25.065886,55.138246,950000.0,1389,683.95,1,2,Low,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,Property Finder
7683975,Dubai Harbour,25.099793,55.141746,2551888.0,1252,2038.25,2,2,Ultra,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,True,True,True,True,True,True,True,True,True,Property Finder
7607262,Jumeirah Lake Towers,25.07887,55.148529,1450000.0,1680,863.1,2,3,Low,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,Property Finder
7617950,Town Square,25.01551,55.283111,675000.0,883,764.44,2,2,Medium,False,False,True,False,True,False,False,False,True,True,True,False,False,False,False,False,False,False,False,True,True,True,False,True,False,False,True,False,Dubizzle
7554308,Palm Jumeirah,25.10355,55.168509,17910000.0,6246,2867.44,4,5,Medium,False,False,True,False,True,True,False,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,Bayut
7666231,Town Square,25.005442,55.293914,670000.0,885,757.06,2,2,Medium,False,False,True,True,True,True,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,Dubizzle
7613516,Palm Jumeirah,25.104115,55.14847,2500000.0,1512,1653.44,1,2,High,False,True,True,False,True,True,False,False,True,True,True,True,False,True,True,False,False,False,False,True,True,True,True,False,False,True,True,False,Property Finder
7658097,Downtown Dubai,25.197316,55.274196,2700000.0,2056,1313.23,2,4,Low,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Property Finder
7630980,Jumeirah Lake Towers,25.063302,55.137728,570000.0,900,633.33,1,2,Low,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,Bayut
7583761,Dubai Marina,25.082004,55.142441000000005,1400000.0,1302,1075.27,2,3,Low,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,Dubizzle
7630908,Meydan,25.150828,55.295714,1300000.0,1494,870.15,2,2,Medium,True,False,True,False,True,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,Bayut
7696898,Dubai Hills Estate,25.109367,55.247980000000005,1850000.0,1638,1129.43,3,4,Medium,False,False,True,False,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,Property Finder
7628718,Dubai Marina,25.083483,55.148688,3195000.0,2514,1270.88,3,4,Medium,False,False,True,False,False,True,False,False,True,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,True,False,Dubizzle
7498033,Jumeirah Beach Residence,25.072569,55.126527,1600000.0,639,2503.91,1,2,Low,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,Property Finder
7544027,Downtown Dubai,25.191404,55.27389599999999,1010000.0,860,1174.42,1,2,Medium,False,False,True,False,True,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,Dubizzle
7568161,Greens,25.096545000000003,55.168784,2000000.0,1693,1181.33,2,3,Low,False,False,True,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Property Finder
7691439,Al Kifaf,25.233787,55.294217,2100000.0,1612,1302.73,2,2,High,False,False,True,True,True,True,True,True,True,True,False,True,False,True,False,False,False,False,False,True,True,True,True,False,False,True,True,False,Bayut
7582589,Jumeirah Beach Residence,25.072954,55.128089,2300000.0,1704,1349.77,2,3,Medium,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,Bayut
7658803,Dubai Marina,25.086726,55.145205,1675000.0,1376,1217.3,2,3,Low,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Property Finder
7613918,Al Furjan,25.030322,55.149141,1250000.0,1797,695.6,3,4,Low,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Bayut
7544476,Jumeirah Beach Residence,25.084102,55.13862099999999,5750000.0,2574,2233.88,3,5,Medium,True,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,True,True,False,False,False,True,False,True,Bayut
7699400,Business Bay,25.179868,55.265446,1525000.0,1300,1173.08,2,3,Medium,False,True,True,False,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,Property Finder
7499263,Palm Jumeirah,25.112193,55.138635,876888.0,353,2484.1,0,1,Low,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,Dubizzle
7590274,World Trade Center,25.223728,55.285118,2800000.0,2938,953.03,3,3,Medium,True,False,True,False,True,True,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,Bayut
7560483,Dubai Hills Estate,25.107984,55.244923,2800000.0,1993,1404.92,3,4,Medium,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,Dubizzle
7651633,Meydan,25.172418,55.306951,525000.0,330,1590.91,0,1,Medium,False,False,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,Property Finder
7017139,Greens,25.091487,55.172015,1150000.0,1133,1015.0,2,2,Low,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Bayut
7419623,Jumeirah Village Circle,25.063265,55.21513100000001,410000.0,738,555.56,1,1,Medium,False,False,True,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,Property Finder
7613013,Green Community,25.006838,55.16421999999999,1250000.0,2100,595.24,2,2,Medium,True,False,False,False,True,True,False,False,False,True,False,False,False,False,True,True,False,False,False,True,False,True,False,True,False,False,False,True,Dubizzle
7532397,Dubai Hills Estate,25.121564000000003,55.25912,1061888.0,730,1454.64,2,2,Medium,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,True,False,False,False,False,False,False,Property Finder
7666947,Palm Jumeirah,25.112604,55.143347,1250000.0,1590,786.16,2,4,Medium,False,False,True,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,Bayut
7650555,Jumeirah Village Circle,25.050227,55.21335,1199789.0,1392,861.92,3,4,Ultra,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,True,True,True,True,True,True,True,True,True,Property Finder
7696815,Jumeirah Village Circle,25.051528,55.212972,649411.0,690,941.18,1,1,Medium,False,False,True,False,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,Dubizzle
7684250,Dubai Creek Harbour (The Lagoons),25.20997,55.34522,1050000.0,760,1381.58,1,2,Medium,False,False,True,False,True,True,True,False,True,True,False,False,False,False,True,False,False,False,True,False,True,True,False,False,False,True,False,False,Dubizzle
7583849,Dubai Marina,25.090418,55.14874,2200000.0,1748,1258.58,3,3,Medium,False,True,True,True,True,True,True,False,False,True,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,True,False,Bayut
7667032,Palm Jumeirah,25.113366,55.13609,4200000.0,4053,1036.27,3,4,Low,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Dubizzle
7498912,Dubai Creek Harbour (The Lagoons),25.202808,55.343101,3621888.0,1847,1960.96,3,4,Low,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,Property Finder
7642329,Dubai Marina,25.081634,55.141261,950000.0,936,1014.96,1,2,Low,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Bayut
7601926,Jumeirah Village Circle,25.051528,55.212972,670000.0,880,761.36,1,2,Ultra,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,True,True,True,True,True,True,True,True,True,Bayut
7682677,Dubai Marina,25.071897,55.131535,840477.0,474,1773.16,0,1,Medium,False,False,True,False,False,True,False,False,True,True,True,False,False,False,True,False,False,False,True,True,True,True,True,False,False,False,False,False,Bayut
7672436,Jumeirah,25.240419,55.25277,1271000.0,732,1736.34,1,2,Medium,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,True,False,False,False,False,False,False,Dubizzle
7600013,Palm Jumeirah,25.126034,55.15370600000001,1450000.0,1100,1318.18,1,2,Medium,False,False,True,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,True,False,Property Finder
7457100,Dubai Sports City,25.042779,55.22176999999999,420000.0,768,546.88,1,1,Medium,False,True,True,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,Dubizzle
7698204,Jumeirah Village Circle,25.046403,55.201813,1350205.0,1342,1006.11,2,2,Ultra,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,False,False,False,False,True,True,True,True,True,True,True,False,True,Property Finder
7413806,Palm Jumeirah,25.111229,55.136449,2950000.0,2248,1312.28,3,2,Low,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Property Finder
7652714,Jumeirah Village Circle,25.046296,55.200783,954366.0,1316,725.2,2,3,Ultra,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,True,True,True,True,True,True,True,True,True,Bayut
7669403,Business Bay,25.19003,55.265426,2900000.0,3007,964.42,3,4,High,True,True,True,False,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,True,True,True,True,False,False,True,True,True,Dubizzle
7698983,Umm Suqeim,25.137409,55.188957,2448000.0,1702,1438.31,2,2,Medium,True,False,True,False,False,True,False,False,True,True,False,False,True,False,False,False,False,False,True,True,True,True,False,False,False,False,False,False,Property Finder
7431684,Al Furjan,25.02462,55.140434,1051938.0,1191,883.24,2,3,High,False,False,True,True,True,True,True,True,False,True,False,True,False,False,True,False,False,False,False,True,True,True,False,False,False,True,False,True,Property Finder
7535129,Mohammed Bin Rashid City,25.171461,55.2758,1276686.0,760,1679.85,1,2,Medium,False,False,True,False,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,Property Finder
7545103,Dubai Marina,25.079966,55.139082,1250000.0,1210,1033.06,2,3,Medium,False,False,True,False,True,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,Dubizzle
7663898,Palm Jumeirah,25.111822,55.140521,2450000.0,2414,1014.91,3,4,Medium,True,False,True,False,True,True,False,False,True,True,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,Bayut
6356797,Palm Jumeirah,25.114275,55.139764,3119900.0,1015,3073.79,1,2,Medium,False,True,False,False,True,True,False,False,False,True,True,False,False,True,False,False,False,False,False,True,True,True,True,False,False,True,True,False,Bayut
7498076,Jumeirah Beach Residence,25.072569,55.126527,2450000.0,1181,2074.51,2,3,Low,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,Property Finder
7654374,Remraam,25.004319,55.250658,503000.0,758,663.59,1,2,Low,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Bayut
